Details,Sta ID,Route,BEGIN_MP,END_MP,County,AADT,Year,Map,
,034H30,034-CS-3513  -000,1.4390,2.1950,Fayette,2700,2022,,
,034780,034-KY-1681  -000,0,2.45,Fayette,2689,2024,,
,034D32,034-CS-3276  -000,0,0.1850,Fayette,2671,2023,,
,034M87,034-CS-3037  -000,2.0040,2.95,Fayette,2667,2024,,
,034547,034-KY-1966  -000,0,3.8650,Fayette,2618,2024,,
,034F13,034-CS-3016  -000,3.8880,4.6860,Fayette,2597,2024,,
,034C33,034-CS-2240  -000,0,0.6510,Fayette,2580,2024,,
,034034,034-KY-1973  -000,14.6290,16.80,Fayette,2579,2024,,
,034289,034-CR-1001  -000,0.9710,1.7230,Fayette,2578,2001,,
,034N41,034-CS-3995  -000,0,0.7490,Fayette,2546,2023,,
,034H06,034-CS-2460  -000,0.7230,0.7920,Fayette,2543,2022,,
,034H06,034-CS-2615  -000,0,0.4730,Fayette,2543,2022,,
,034N58,034-CS-4937  -000,1.9320,2.2560,Fayette,2507,2024,,
,034D09,034-CS-3649  -000,0.68,1.3930,Fayette,2504,2018,,
,034D09,034-CS-3656  -000,0,0.06,Fayette,2504,2018,,
,034N64,034-CS-4127  -000,0,0.6450,Fayette,2502,2023,,
,034H09,034-CS-1312  -000,0,1.27,Fayette,2499,2024,,
,034287,034-KY-0057  -000,1.4370,3.05,Fayette,2484,2023,,
,034D56,034-CS-1325  -000,0.4270,1.5730,Fayette,2462,2023,,
,034M90,034-CS-3562  -000,0,1.0870,Fayette,2421,2022,,
,034N55,034-CS-4512  -000,0.9960,1.2430,Fayette,2391,2024,,
,034F61,034-CS-2648  -000,0,0.5650,Fayette,2368,2022,,
,034F61,034-CS-2656  -000,0.1320,0.2930,Fayette,2368,2022,,
,034M76,034-CS-3966  -000,0.3560,1.4940,Fayette,2355,2022,,
,034N70,034-CS-3165  -000,0,0.39,Fayette,2349,2023,,
,034F49,034-CS-4177  -000,0,0.39,Fayette,2345,2023,,
,034H86,034-CS-1380  -000,0,0.5030,Fayette,2315,2023,,
,034N27,034-CS-2629  -000,0.6360,0.9010,Fayette,2301,2023,,
,034N45,034-CS-4979  -000,0.5570,1.5880,Fayette,2269,2024,,
,034N18,034-CS-3812  -000,0,0.4020,Fayette,2244,2023,,
,034M93,034-CS-3428  -000,0,0.3320,Fayette,2237,2024,,
,034B00,034-CS-1189  -000,0.4790,0.7880,Fayette,2232,2024,,
,034H08,034-CS-1125  -000,0.1730,0.7250,Fayette,2226,2024,,
,034C05,034-CS-2654  -000,0,0.6190,Fayette,2225,2023,,
,034C05,034-CS-2656  -000,0,0.1320,Fayette,2225,2023,,
,034M72,034-CS-1188  -000,0.1590,0.8220,Fayette,2219,2024,,
,034N34,034-CS-3801  -000,0,0.37,Fayette,2210,2023,,
,034A99,034-CS-1275  -000,0.1530,1.0850,Fayette,2183,2023,,
,034D38,034-CS-4584  -000,0,0.8740,Fayette,2182,2022,,
,034D41,034-CS-4794  -000,0.7290,1.3430,Fayette,2179,2024,,
,034N44,034-CS-4979  -000,0,0.5570,Fayette,2155,2024,,
,034C76,034-CS-4049  -000,0.26,1.0360,Fayette,2153,2024,,
,034M71,034-CS-2078  -000,0,0.5250,Fayette,2152,2024,,
,034N65,034-CS-4025  -000,0.2740,0.6150,Fayette,2121,2023,,
,034E09,034-CS-2460  -000,0,0.7230,Fayette,2098,2022,,
,034D25,034-CS-3093  -000,0.3290,0.7230,Fayette,2097,2024,,
,034D25,034-CS-3739  -000,1.8080,2.3150,Fayette,2097,2024,,
,034800,034-CS-4871  -000,0.0380,0.71,Fayette,2089,2024,,
,034M86,034-CS-7079  -000,0,0.2670,Fayette,2086,2022,,
,034G84,034-CS-4328  -000,0.8920,1.2430,Fayette,2083,2020,,
,034M91,034-CS-3865  -000,0,0.4410,Fayette,2060,2022,,
,034N15,034-CS-3208  -000,0,0.2610,Fayette,1984,2023,,
,034B08,034-CS-1379  -000,0,0.7190,Fayette,1969,2024,,
,034018,034-KY-0353  -000,6.7460,11.1130,Fayette,1968,2024,,
,034M98,034-CS-4087  -000,0,0.9010,Fayette,1968,2022,,
,105510,034-KY-1973  -000,22.3460,22.5810,Fayette,1962,2024,,
,034357,034-KY-1975  -000,0,4.4630,Fayette,1913,2022,,
,034H24,034-CS-3440  -000,0,1.9480,Fayette,1885,2024,,
,034444,034-CS-2277  -000,0,1.1670,Fayette,1867,2024,,
,034N23,034-CS-3736  -000,0,1.1710,Fayette,1866,2023,,
,034379,034-KY-1974  -000,1.6670,4.2280,Fayette,1827,2024,,
,034N36,034-CS-3801  -000,0.37,0.72,Fayette,1820,2023,,
,034352,034-KY-2328  -000,0,1.08,Fayette,1798,2024,,
,034M96,034-CS-4222  -000,0.2830,1.3720,Fayette,1787,2024,,
,034H82,034-CS-1249  -000,0,1.0110,Fayette,1756,2023,,
,034A98,034-CS-2229  -000,0,0.5950,Fayette,1731,2022,,
,034N50,034-CS-4341  -000,0,0.3360,Fayette,1728,2023,,
,034N54,034-CS-4638  -000,0,0.3080,Fayette,1682,2024,,
,034M99,034-CS-4970  -000,0.9710,1.6380,Fayette,1678,2020,,
,034N14,034-CS-3436  -000,0.1780,0.6610,Fayette,1677,2023,,
,034286,034-KY-1970  -000,0,0.5920,Fayette,1662,2023,,
,034E98,034-CS-2494  -000,0.1570,0.3090,Fayette,1658,2024,,
,034E98,034-CS-2494  -000,0.3090,0.4610,Fayette,1658,2024,,
,034D44,034-CS-4806  -000,0,0.2290,Fayette,1625,2024,,
,034N26,034-CS-2228  -000,0,0.5620,Fayette,1608,2023,,
,034N49,034-CS-4886  -000,0,0.7330,Fayette,1599,2023,,
,034D60,034-CS-1294  -000,0,0.8430,Fayette,1566,2024,,
,034N37,034-CS-3806  -000,0.3310,0.6590,Fayette,1555,2022,,
,034A29,034-CS-3218  -000,0,0.2670,Fayette,1546,2024,,
,034A29,034-CS-3915  -000,0,0.3240,Fayette,1546,2024,,
,034N48,034-CS-4804  -000,0,0.9030,Fayette,1492,2024,,
,034295,034-KY-1973  -000,1.8660,7.60,Fayette,1476,2023,,
,034N38,034-CS-3830  -000,1.0540,1.6310,Fayette,1476,2023,,
,034027,034-KY-1973  -000,13.3240,14.6290,Fayette,1466,2022,,
,034M67,034-CS-1053  -000,0,0.4620,Fayette,1457,2024,,
,034283,034-KY-1973  -000,7.60,10.2010,Fayette,1426,2022,,
,034F50,034-CS-4353  -000,0.0710,0.5310,Fayette,1367,2024,,
,034397,034-KY-0057  -000,8.62,9.8070,Fayette,1348,2024,,
,034E91,034-CS-2176  -000,0,0.45,Fayette,1345,2024,,
,034300,034-KY-1923  -000,0,1.6980,Fayette,1335,2023,,
,034N67,034-CR-1202  -000,2.9940,3.1940,Fayette,1326,2011,,
,034053,034-KY-1970  -000,0.5920,2.8070,Fayette,1310,2022,,
,034M68,034-CS-2270  -000,0,0.6750,Fayette,1305,2024,,
,034B09,034-CS-1377  -000,0,0.7440,Fayette,1299,2022,,
,034N52,034-CS-4631  -000,0,0.3020,Fayette,1299,2023,,
,034342,034-KY-0418  -000,4.1480,6.0890,Fayette,1283,2023,,
,034N40,034-CS-3358  -000,0.5240,0.8150,Fayette,1282,2023,,
,034M77,034-CS-3238  -000,0,0.7230,Fayette,1245,2024,,
,034801,034-CS-4951  -000,0,0.2910,Fayette,1231,2024,,
,034N07,034-CS-1373  -000,0.2340,0.5050,Fayette,1197,2024,,
,034F91,034-CS-4744  -000,0,0.5420,Fayette,1170,2024,,
,034M84,034-CS-3323  -000,0,0.2410,Fayette,1149,2023,,
,034M84,034-CS-3323  -000,0.57,0.7910,Fayette,1149,2023,,
,034D22,034-CS-2465  -000,0,0.3120,Fayette,1143,2022,,
,034D22,034-CS-2522  -000,0.2910,0.4320,Fayette,1143,2022,,
,034M83,034-CS-3065  -000,0,0.64,Fayette,1136,2022,,
,034347,034-KY-1973  -000,0,1.8660,Fayette,1132,2024,,
,034281,034-KY-1973  -000,10.2010,13.3240,Fayette,1128,2023,,
,034N30,034-CS-3151  -000,0.0730,0.6740,Fayette,1118,2023,,
,034M85,034-CS-3323  -000,0.2410,0.57,Fayette,1116,2022,,
,034396,034-KY-0057  -000,6.7560,8.0780,Fayette,1106,2022,,
,034278,034-KY-2335  -000,0,0.6910,Fayette,1085,2020,,
,034N03,034-CS-4245  -000,0,0.4120,Fayette,1076,2023,,
,034434,034-KY-3243  -000,0,0.1090,Fayette,1070,2023,,
,034G13,034-KY-1977  -000,1.6690,2.6640,Fayette,1065,2023,,
,034M78,034-CS-3238  -000,0.7230,1.0180,Fayette,1048,2022,,
,034N63,034-CS-4641  -000,0.7750,1.0670,Fayette,1037,2024,,
,034F88,034-CS-1274  -000,0,0.3270,Fayette,1026,2023,,
,034N04,034-CS-4243  -000,0,1.0290,Fayette,1006,2023,,
,034D63,034-CS-2106  -000,0,0.7390,Fayette,978,2024,,
,034C46,034-CS-2104  -000,0,0.55,Fayette,970,2024,,
,034N39,034-CS-3806  -000,0.6590,1.1230,Fayette,961,2023,,
,034779,034-KY-1977  -000,0,1.6690,Fayette,959,2024,,
,034N32,034-CS-3913  -000,0.6470,1.3940,Fayette,942,2022,,
,034N46,034-CS-4991  -000,0.1490,0.4080,Fayette,931,2024,,
,034D37,034-CS-4206  -000,0,0.9380,Fayette,918,2023,,
,034005,034-KY-1876  -000,0,4.3030,Fayette,902,2024,,
,034N51,034-CS-4309  -000,0,0.9250,Fayette,894,2022,,
,034284,034-KY-0057  -000,3.05,6.7560,Fayette,857,2022,,
,034N09,034-CS-2011  -000,0,0.5730,Fayette,851,2023,,
,034752,034-CR-1309  -000,1.0960,1.2960,Fayette,803,2011,,
,034N10,034-CS-2093  -000,0,0.6460,Fayette,793,2023,,
,034N10,034-CS-2342  -000,0,0.1810,Fayette,793,2023,,
,034359,034-KY-1974  -000,0,1.6670,Fayette,783,2024,,
,034028,034-KY-1970  -000,2.8070,3.2450,Fayette,782,2023,,
,034N05,034-CS-4298  -000,0,0.3610,Fayette,765,2024,,
,034567,034-KY-1969  -000,0,1.4940,Fayette,747,2024,,
,034N02,034-CS-4242  -000,0,0.76,Fayette,722,2023,,
,034N02,034-CS-4272  -000,0,0.9250,Fayette,722,2023,,
,034H32,034-CS-4501  -000,0,0.4440,Fayette,714,2024,,
,034H07,034-CS-1304  -000,0.1620,0.7150,Fayette,699,2024,,
,034G19,034-KY-1968  -000,0,3.92,Fayette,687,2022,,
,034M97,034-CS-4222  -000,1.3720,1.5670,Fayette,661,2022,,
,034C42,034-CS-2102  -000,0,0.08,Fayette,649,2024,,
,034C42,034-CS-2102  -000,0.08,0.2430,Fayette,649,2024,,
,034C42,034-CS-2128  -000,0,0.0340,Fayette,649,2024,,
,034F48,034-CS-4341  -000,0.3360,0.9230,Fayette,636,2024,,
,034356,034-KY-1976  -000,0,1.4370,Fayette,605,2024,,
,034M81,034-CS-3001  -000,0,0.95,Fayette,599,2023,,
,034014,034-CR-1303  -000,2.0610,2.2610,Fayette,541,2011,,
,034G08,034-KY-1977  -000,2.6640,5.06,Fayette,467,2022,,
,034004,034-KY-1939  -000,0,1.7390,Fayette,453,2024,,
,034H11,034-CS-1105  -000,0,0.6020,Fayette,405,2024,,
,034794,034-KY-2886  -000,0,0.4510,Fayette,351,2022,,
,034N31,034-CS-3660  -000,0,0.2920,Fayette,350,2024,,
,034032,034-KY-3367  -000,0,1.5160,Fayette,316,2023,,
,034564,034-CS-4624  -000,0.0270,0.2270,Fayette,297,2011,,
,034571,034-KY-1969  -000,1.4940,4.3650,Fayette,287,2023,,
,034384,034-CR-1122  -000,1.6330,1.7390,Fayette,279,2011,,
,034279,034-KY-2335  -000,0.6910,2.2010,Fayette,269,2022,,
,034344,034-CR-1133  -000,1.6870,1.8870,Fayette,259,2011,,
,034011,034-KY-1962  -000,0,4.2540,Fayette,254,2022,,
,034557,034-CR-1222  -000,0.1070,0.3070,Fayette,249,2011,,
,034009,034-CR-1018  -000,1.5010,1.7010,Fayette,234,2011,,
,034568,034-CR-1324  -000,1.1240,1.3240,Fayette,174,2011,,
,034025,034-CR-1016  -000,1.07,1.27,Fayette,162,2011,,
,034024,034-CR-1015  -000,1.1360,1.3360,Fayette,159,2011,,
,034573,034-CR-1323  -000,0.8350,1.0350,Fayette,119,2011,,
,034016,034-CR-1300  -000,2.5020,2.7020,Fayette,104,2011,,
,034341,034-CR-1119  -000,1.2970,1.4970,Fayette,73,2011,,
,034350,034-CR-1121  -000,0.6140,0.8140,Fayette,70,2011,,
,034N80,034-CS-2107  -000,0.0980,0.2980,Fayette,,,,
,034N08,034-CS-4502  -000,0,0.1050,Fayette,,,,
,034N60,034-CS-4669  -000,0.22,0.42,Fayette,,,,
,034N61,034-CS-4720  -000,0.0850,0.26,Fayette,,,,
,034N59,034-CS-4833  -000,0.1770,0.3770,Fayette,,,,
,034G86,034-IC-8104AD-000,0.0280,0.1410,Fayette,,,,
